image_index,width,height,aspect_ratio,total_pixels,mean_red,mean_green,mean_blue,std_red,std_green,std_blue,brightness,num_positive_attributes,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Male,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young,Has_Facial_Hair,Uses_Makeup,Wears_Accessories
81,178,218,0.8165137614678899,38804,74.32272446139574,62.88532110091743,43.35537573446037,75.10990530207312,58.278077243149646,53.143784325229404,60.18780709892451,7,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
82,178,218,0.8165137614678899,38804,140.01829708277498,113.68503247087929,104.14573239872178,60.08502827535322,63.25709744322802,70.41985886163577,119.28302065079201,13,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
83,178,218,0.8165137614678899,38804,173.02399237192043,145.04677352850223,145.27087413668693,50.40050621038247,55.500517058163304,56.0791893012187,154.4472133457032,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
84,178,218,0.8165137614678899,38804,132.4863931553448,109.9121224616019,103.29533037831152,65.68459742529798,63.41796328038415,66.26721136877708,115.23128199841942,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1
85,178,218,0.8165137614678899,38804,205.41732811050406,176.52785795278837,162.5692454386146,47.09325927652616,53.9388158778264,57.851404432231654,181.50481050063567,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
86,178,218,0.8165137614678899,38804,66.54053705803526,49.64300072157509,38.67884754149057,74.65412623520591,52.281292152627955,43.13064807981343,51.62079510703364,12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1
87,178,218,0.8165137614678899,38804,177.30115452015255,159.78002267807443,157.14547469333058,51.0651898132754,67.79455963490442,90.74330318181657,164.74221729718587,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
88,178,218,0.8165137614678899,38804,129.0339140294815,119.91018967116793,132.94348520771055,70.30136311434441,62.88115444099025,64.35373158862666,127.29586296945332,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
89,178,218,0.8165137614678899,38804,89.50595299453664,90.00283475930317,71.94974744871662,83.15483860488982,66.51585351936608,67.67681069839725,83.81951173418548,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
90,178,218,0.8165137614678899,38804,96.12259045459231,84.31870425729306,78.58834140810225,76.81096627218153,69.3559756266872,67.46547261371236,86.34321203999588,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
91,178,218,0.8165137614678899,38804,159.3222605916916,144.45394804659313,135.1462478095042,55.64577153555478,53.871099572656554,60.609177104933615,146.30748548259632,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
92,178,218,0.8165137614678899,38804,117.35449953613029,114.48631584372745,104.62238429027936,66.60061006719897,71.88248488453046,74.01861683736591,112.1543998900457,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
93,178,218,0.8165137614678899,38804,180.90970003092465,166.30285537573445,155.16454489227914,38.1783387223151,44.539473337449934,54.46550937704928,167.45903343297942,11,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
94,178,218,0.8165137614678899,38804,90.0246108648593,98.02863106896196,103.03728997010617,83.6981247237693,76.54715030451726,75.5391214963539,97.03017730130914,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
95,178,218,0.8165137614678899,38804,110.6946191114318,81.62171425626224,72.16856509638181,95.27663881691461,90.91486020781605,90.80292693201751,88.16163282135862,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
96,178,218,0.8165137614678899,38804,143.94397484795383,124.19021234924234,120.00780847335326,73.20027728648333,77.86374763402509,81.42060603404177,129.3806652235165,12,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
97,178,218,0.8165137614678899,38804,144.33679517575507,94.6673538810432,56.11385424183074,84.82141225970209,60.832531613287415,40.70596573763269,98.37266776620966,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
98,178,218,0.8165137614678899,38804,148.43722296670447,79.92472425523142,70.6071281311205,75.76874754613202,50.95165457566896,44.31349568836384,99.65635845101879,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
99,178,218,0.8165137614678899,38804,102.13063086279764,83.07092052365735,80.82756932275024,77.54532225221311,64.15948537527571,59.056177330374815,88.67637356973508,9,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
100,178,218,0.8165137614678899,38804,117.77687867230182,103.30489124832492,89.52092567776518,54.48209651551909,51.83989784467722,55.96510410280823,103.53423186613065,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
101,178,218,0.8165137614678899,38804,149.80839604164518,151.19997938356872,158.1859602102876,72.78160485006012,82.4337645481087,88.05146805988146,153.06477854516717,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
102,178,218,0.8165137614678899,38804,141.72951242139985,133.15284506751883,120.44456757035357,72.6185882463312,74.26511669605166,74.16688149581623,131.77564168642408,10,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
103,178,218,0.8165137614678899,38804,110.02172456447789,119.04012472940934,143.6128749613442,90.17229249003695,62.16193976319503,51.349304998151126,124.22490808507716,12,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
104,178,218,0.8165137614678899,38804,205.65441707040512,173.3430058756829,142.37184310895785,53.072656603990595,64.66318111453548,74.2733436451033,173.78975535168195,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
105,178,218,0.8165137614678899,38804,64.61782290485517,48.546155035563345,39.56063807854861,64.5948595849346,51.9805952114491,46.19227615766678,50.908205339655716,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
106,178,218,0.8165137614678899,38804,101.10408720750438,72.30099989691784,61.23332646118957,70.94364079939398,52.6129540488766,47.3084676434088,78.2128045218706,13,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1
107,178,218,0.8165137614678899,38804,147.707581692609,112.52087413668694,87.2729357798165,39.68122479606696,36.48106719071692,36.62745366880542,115.83379720303749,15,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1
108,178,218,0.8165137614678899,38804,177.50322131738997,153.93389856715802,144.55581898773323,58.746420384411906,61.81553594962455,68.08516833952666,158.6643129574271,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
109,178,218,0.8165137614678899,38804,161.21807030203072,137.43423358416658,111.93853726419957,84.84943289424878,82.02841042339338,82.89543217376398,136.86361371679894,9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
110,178,218,0.8165137614678899,38804,180.9470930831873,156.855942686321,138.47005463354293,48.047255579666086,58.71448195012446,64.33328272316493,158.75769680101706,13,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1
111,178,218,0.8165137614678899,38804,119.21394701577157,91.19070198948562,69.33934645912792,80.19372801075878,61.662476217157945,51.2276670954205,93.24799848812836,13,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
112,178,218,0.8165137614678899,38804,171.49706215854036,161.80087104422225,157.13800123698587,80.97586160384752,91.02988584957009,94.99799123351313,163.47864481324947,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
113,178,218,0.8165137614678899,38804,154.5495052056489,134.0233223379033,123.80300999896917,74.06073224124766,71.01336601006373,73.02342769891364,137.45861251417378,12,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
114,178,218,0.8165137614678899,38804,94.4841511184414,71.39856715802495,55.89921142150294,84.61464569127925,66.73929027734246,56.92035969760802,73.92730989932309,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,178,218,0.8165137614678899,38804,106.69531491598804,92.46559633027523,80.8270023708896,73.16266786541428,60.552671663099595,57.84961247770936,93.32930453905095,14,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
116,178,218,0.8165137614678899,38804,91.60238635192248,87.94183589320689,81.78826925059272,96.22463188251363,96.51705895275762,95.8337776430119,87.11083049857403,12,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1
117,178,218,0.8165137614678899,38804,149.99628904236675,108.16132357488918,93.40266467374498,72.80653192014223,62.51447870937456,61.48984396924039,117.18675909700032,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
118,178,218,0.8165137614678899,38804,180.05991650345325,151.94178435212865,120.52327079682507,77.54837975955971,71.32540506843085,77.82975541141738,150.841657217469,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
119,178,218,0.8165137614678899,38804,209.01386455004638,165.6349087722915,58.74577363158437,46.85363079649592,47.95069140395511,53.01072457852333,144.46484898464075,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120,178,218,0.8165137614678899,38804,151.3825121121534,159.29069168126998,162.12666219977322,69.10955012798796,79.08468927986515,88.7649144742834,157.59995533106553,12,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
121,178,218,0.8165137614678899,38804,128.30545820018554,97.42884754149057,88.65452015256159,60.482558584243385,63.9755275125156,58.800561150190504,104.79627529807924,12,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
122,178,218,0.8165137614678899,38804,64.16776620966911,56.29414493351201,51.05017523966601,77.05552048919944,64.71352638043535,60.33934791009984,57.17069546094904,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
123,178,218,0.8165137614678899,38804,120.40869497989898,110.12434285125245,125.70124213998557,62.12469784489248,65.75887696849986,68.44659287489067,118.744759990379,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
124,178,218,0.8165137614678899,38804,124.35040202041027,104.20124213998557,86.40647871353468,62.927564942872465,52.2092109554441,55.2153872209689,104.98604095797684,11,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
125,178,218,0.8165137614678899,38804,149.1887176579734,133.63849087722915,124.18763529533038,82.63990224748973,72.39742534032754,72.49437501993052,135.67161461017764,13,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
126,178,218,0.8165137614678899,38804,110.89166065354087,91.15951963715081,81.42676012782188,72.69021954328159,54.29273644924761,51.12951312064806,94.49264680617118,13,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
127,178,218,0.8165137614678899,38804,148.6602927533244,121.10797855891146,100.89761364807752,56.89894324841336,58.09188662157963,54.6659190008906,123.55529498677113,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,178,218,0.8165137614678899,38804,88.98433151221523,74.51342645088135,67.7380940109267,80.88691796212532,65.98441635610617,60.44112725764343,77.07861732467444,11,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
129,178,218,0.8165137614678899,38804,137.0341717348727,126.80246881764766,126.43534171734872,62.32686785868103,52.61785847111963,49.2254099500791,130.090660756623,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
130,178,218,0.8165137614678899,38804,103.58223379033089,102.40044840738068,114.83233687248737,58.46394616809226,60.25745592490393,71.08174485546962,106.93833969006631,14,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1
131,178,218,0.8165137614678899,38804,151.26664776827133,136.2848159983507,121.13733120296877,91.61699147192574,92.20595174779882,92.70927609625593,136.22959832319694,16,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
132,178,218,0.8165137614678899,38804,135.96917843521285,120.98469229976291,110.3482115245851,58.525249269144304,49.73671867026198,47.29869723659784,122.43402741985363,14,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
133,178,218,0.8165137614678899,38804,169.03479022781156,169.1452427584785,175.1311978146583,63.23197838299556,79.20729299552752,84.18617834456926,171.1037436003161,11,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
134,178,218,0.8165137614678899,38804,106.50569528914545,58.642253375940626,46.48652200804041,68.61870811915199,52.617386048138414,48.04990017351899,70.54482355770882,11,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
135,178,218,0.8165137614678899,38804,73.0492475002577,54.36931759612411,40.51105556128234,71.71665462688385,53.20933018773268,46.00487492744763,55.97654021922139,10,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
136,178,218,0.8165137614678899,38804,147.79221214307805,135.15457169363984,121.8510978249665,58.67639146831944,57.426778915225846,75.00071223302551,134.93262722056147,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
137,178,218,0.8165137614678899,38804,61.63936707555922,55.24994845892176,53.38514070714359,67.2020857596838,58.108291735723014,57.18851917918439,56.75815208054152,9,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
138,178,218,0.8165137614678899,38804,157.59996392124523,127.27863106896196,109.17717245644779,60.428228058693826,67.91726364923646,67.46126739989496,131.35192248221833,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
139,178,218,0.8165137614678899,38804,185.647716730234,149.4582001855479,117.81079270178333,37.76999982127183,46.28936451838867,50.46731948546758,150.9722365391884,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
140,178,218,0.8165137614678899,38804,135.37174002680135,99.75530873105865,76.90895268529017,73.70171123661287,55.44286508604717,39.397851270329795,104.01200048105005,11,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
141,178,218,0.8165137614678899,38804,74.73322337903309,62.929672198742395,64.54669621688485,66.5736535228275,53.673348548258154,43.870262685671946,67.40319726488678,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
142,178,218,0.8165137614678899,38804,73.1134161426657,61.0333986186991,53.80628285743738,74.72782622253969,66.05907023738312,64.07406009855815,62.65103253960073,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0
143,178,218,0.8165137614678899,38804,89.54633542933718,83.13936707555922,82.79935058241418,74.6871587042535,63.97160187441057,57.043934890339465,85.16168436243686,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
144,178,218,0.8165137614678899,38804,129.6351407071436,109.29710854551077,104.71616328213587,87.62032684355155,81.05450124982525,83.98332109657125,114.54947084493007,11,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
145,178,218,0.8165137614678899,38804,79.08950108236264,52.38841356561179,42.52834759303165,67.50045607262132,46.34024940974824,37.248467077172556,58.0020874136687,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
146,178,218,0.8165137614678899,38804,165.53015153077,136.8032934748995,120.14748479538191,62.806412015301234,63.26702710224496,66.27468254664049,140.8269766003505,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
147,178,218,0.8165137614678899,38804,89.2259045459231,64.84883001752397,59.78610452530667,73.56781758462938,54.56042566153861,47.0407904052573,71.2869463629179,12,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
148,178,218,0.8165137614678899,38804,139.07826512730645,125.43611483352231,116.55177301309143,65.06616634000775,67.03534144075772,71.24542621329604,127.02205099130674,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
149,178,218,0.8165137614678899,38804,187.15449438202248,161.87356973507886,156.34630450469024,62.28121810796535,82.68195251038027,84.03717166236525,168.45812287393053,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
150,178,218,0.8165137614678899,38804,115.68766106586949,93.77223997526028,73.65619523760436,71.57717615610994,62.32012174154985,51.5871555984282,94.37203209291137,13,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
151,178,218,0.8165137614678899,38804,149.2388671271003,61.40052571899804,58.15671064838676,49.33037347680502,71.9414754852314,57.54071223617772,89.59870116482837,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
152,178,218,0.8165137614678899,38804,94.69516029275333,80.41348830017525,66.91493145036594,73.98385596525678,59.787222916137424,57.582898786661666,80.67452668109817,12,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
153,178,218,0.8165137614678899,38804,135.77700752499743,122.91717348726935,107.5903515101536,91.0960919887566,85.4092450811692,72.45173281551278,122.09484417414012,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
154,178,218,0.8165137614678899,38804,147.46010720544274,97.4813936707556,97.56280280383466,60.89586641883992,71.07891771987092,72.64355705461735,114.16810122667766,14,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
155,178,218,0.8165137614678899,38804,182.71203999587672,157.37186887949696,134.41155550974128,59.72805695761428,59.802243410924014,56.202863964437874,158.16515479503832,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
156,178,218,0.8165137614678899,38804,115.91797237398207,82.24479435109782,78.01605504587155,49.8051082418297,45.32320328332651,39.900801190171954,92.05960725698382,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
157,178,218,0.8165137614678899,38804,136.94266055045873,120.19902587362128,119.90815379857747,71.51180056704855,80.27687050854021,90.81791047535974,125.68328007421917,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
158,178,218,0.8165137614678899,38804,142.1499329965983,110.23639315534481,90.07746624059375,81.42488247254086,65.30422737716268,59.48156842400154,114.15459746417895,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
159,178,218,0.8165137614678899,38804,124.76592619317596,115.30463354293371,116.33792907947634,61.98895777626299,54.9489360854439,51.435983406867656,118.80282960519533,8,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
160,178,218,0.8165137614678899,38804,112.60939593856304,101.62442016286981,133.13905782908978,58.97199182989793,50.16522753964196,58.05068752859769,115.79095797684089,15,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1
161,178,218,0.8165137614678899,38804,172.36259148541387,149.67049788681578,122.5082465725183,87.34515217892094,93.05730752008607,87.08968477100758,148.180445314916,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1
162,178,218,0.8165137614678899,38804,110.75793732604886,75.32066281826616,53.77832182249253,69.56991169884257,59.062813699315065,47.32025031849534,79.95230732226919,11,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1
163,178,218,0.8165137614678899,38804,139.9715493248119,125.5776724049067,122.30203071848263,63.53700983004997,61.824489656367334,61.97856064969317,129.28375081606708,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
